dataset,hop,rep,seed,algorithm,query_count,iteration,total_travel_time,initial_total_travel_time,final_total_travel_time
Hop10Rep1-1,10,1,1,gro,1024,0,16105706,16105706,11979884
Hop10Rep1-1,10,1,1,gro,1024,1,13648099,16105706,11979884
Hop10Rep1-1,10,1,1,gro,1024,2,12683732,16105706,11979884
Hop10Rep1-1,10,1,1,gro,1024,3,12245458,16105706,11979884
Hop10Rep1-1,10,1,1,gro,1024,4,12083848,16105706,11979884
Hop10Rep1-1,10,1,1,gro,1024,5,11979884,16105706,11979884
Hop10Rep1-1,10,1,1,random_baseline,1024,0,16105706,16105706,11430922
Hop10Rep1-1,10,1,1,random_baseline,1024,1,13791879,16105706,11430922
Hop10Rep1-1,10,1,1,random_baseline,1024,2,12468205,16105706,11430922
Hop10Rep1-1,10,1,1,random_baseline,1024,3,11960752,16105706,11430922
Hop10Rep1-1,10,1,1,random_baseline,1024,4,11493183,16105706,11430922
Hop10Rep1-1,10,1,1,random_baseline,1024,5,11430922,16105706,11430922
Hop10Rep1-1,10,1,1,selection_td_baseline,1024,0,16105706,16105706,11973910
Hop10Rep1-1,10,1,1,selection_td_baseline,1024,1,14485138,16105706,11973910
Hop10Rep1-1,10,1,1,selection_td_baseline,1024,2,12927971,16105706,11973910
Hop10Rep1-1,10,1,1,selection_td_baseline,1024,3,12405443,16105706,11973910
Hop10Rep1-1,10,1,1,selection_td_baseline,1024,4,12207173,16105706,11973910
Hop10Rep1-1,10,1,1,selection_td_baseline,1024,5,11973910,16105706,11973910
Hop10Rep1-1,10,1,1,normal_selection_gro_reroute,1024,0,16105706,16105706,11903977
Hop10Rep1-1,10,1,1,normal_selection_gro_reroute,1024,1,13158233,16105706,11903977
Hop10Rep1-1,10,1,1,normal_selection_gro_reroute,1024,2,12305357,16105706,11903977
Hop10Rep1-1,10,1,1,normal_selection_gro_reroute,1024,3,11898500,16105706,11903977
Hop10Rep1-1,10,1,1,normal_selection_gro_reroute,1024,4,11799871,16105706,11903977
Hop10Rep1-1,10,1,1,normal_selection_gro_reroute,1024,5,11903977,16105706,11903977
Hop10Rep1-2,10,1,2,gro,1024,0,29257903,29257903,25966559
Hop10Rep1-2,10,1,2,gro,1024,1,27831016,29257903,25966559
Hop10Rep1-2,10,1,2,gro,1024,2,27277519,29257903,25966559
Hop10Rep1-2,10,1,2,gro,1024,3,26952643,29257903,25966559
Hop10Rep1-2,10,1,2,gro,1024,4,26546007,29257903,25966559
Hop10Rep1-2,10,1,2,gro,1024,5,25966559,29257903,25966559
Hop10Rep1-2,10,1,2,random_baseline,1024,0,29257903,29257903,24283193
Hop10Rep1-2,10,1,2,random_baseline,1024,1,26945007,29257903,24283193
Hop10Rep1-2,10,1,2,random_baseline,1024,2,24873633,29257903,24283193
Hop10Rep1-2,10,1,2,random_baseline,1024,3,24424025,29257903,24283193
Hop10Rep1-2,10,1,2,random_baseline,1024,4,24120259,29257903,24283193
Hop10Rep1-2,10,1,2,random_baseline,1024,5,24283193,29257903,24283193
Hop10Rep1-2,10,1,2,selection_td_baseline,1024,0,29257903,29257903,25706013
Hop10Rep1-2,10,1,2,selection_td_baseline,1024,1,28014051,29257903,25706013
Hop10Rep1-2,10,1,2,selection_td_baseline,1024,2,27366133,29257903,25706013
Hop10Rep1-2,10,1,2,selection_td_baseline,1024,3,26696804,29257903,25706013
Hop10Rep1-2,10,1,2,selection_td_baseline,1024,4,26111357,29257903,25706013
Hop10Rep1-2,10,1,2,selection_td_baseline,1024,5,25706013,29257903,25706013
Hop10Rep1-2,10,1,2,normal_selection_gro_reroute,1024,0,29257903,29257903,24896652
Hop10Rep1-2,10,1,2,normal_selection_gro_reroute,1024,1,26721168,29257903,24896652
Hop10Rep1-2,10,1,2,normal_selection_gro_reroute,1024,2,26077237,29257903,24896652
Hop10Rep1-2,10,1,2,normal_selection_gro_reroute,1024,3,25822210,29257903,24896652
Hop10Rep1-2,10,1,2,normal_selection_gro_reroute,1024,4,25006809,29257903,24896652
Hop10Rep1-2,10,1,2,normal_selection_gro_reroute,1024,5,24896652,29257903,24896652
Hop10Rep1-3,10,1,3,gro,1024,0,15903591,15903591,10171496
Hop10Rep1-3,10,1,3,gro,1024,1,14222519,15903591,10171496
Hop10Rep1-3,10,1,3,gro,1024,2,12435656,15903591,10171496
Hop10Rep1-3,10,1,3,gro,1024,3,11093042,15903591,10171496
Hop10Rep1-3,10,1,3,gro,1024,4,10453258,15903591,10171496
Hop10Rep1-3,10,1,3,gro,1024,5,10171496,15903591,10171496
Hop10Rep1-3,10,1,3,random_baseline,1024,0,15903591,15903591,10303248
Hop10Rep1-3,10,1,3,random_baseline,1024,1,13025418,15903591,10303248
Hop10Rep1-3,10,1,3,random_baseline,1024,2,11573007,15903591,10303248
Hop10Rep1-3,10,1,3,random_baseline,1024,3,10836406,15903591,10303248
Hop10Rep1-3,10,1,3,random_baseline,1024,4,9860275,15903591,10303248
Hop10Rep1-3,10,1,3,random_baseline,1024,5,10303248,15903591,10303248
Hop10Rep1-3,10,1,3,selection_td_baseline,1024,0,15903591,15903591,10606407
Hop10Rep1-3,10,1,3,selection_td_baseline,1024,1,14273311,15903591,10606407
Hop10Rep1-3,10,1,3,selection_td_baseline,1024,2,13049621,15903591,10606407
Hop10Rep1-3,10,1,3,selection_td_baseline,1024,3,11318921,15903591,10606407
Hop10Rep1-3,10,1,3,selection_td_baseline,1024,4,10459809,15903591,10606407
Hop10Rep1-3,10,1,3,selection_td_baseline,1024,5,10606407,15903591,10606407
Hop10Rep1-3,10,1,3,normal_selection_gro_reroute,1024,0,15903591,15903591,9950397
Hop10Rep1-3,10,1,3,normal_selection_gro_reroute,1024,1,12720748,15903591,9950397
Hop10Rep1-3,10,1,3,normal_selection_gro_reroute,1024,2,11099223,15903591,9950397
Hop10Rep1-3,10,1,3,normal_selection_gro_reroute,1024,3,10378490,15903591,9950397
Hop10Rep1-3,10,1,3,normal_selection_gro_reroute,1024,4,10027506,15903591,9950397
Hop10Rep1-3,10,1,3,normal_selection_gro_reroute,1024,5,9950397,15903591,9950397
Hop10Rep1-4,10,1,4,gro,1024,0,22706139,22706139,17023233
Hop10Rep1-4,10,1,4,gro,1024,1,22045588,22706139,17023233
Hop10Rep1-4,10,1,4,gro,1024,2,20940615,22706139,17023233
Hop10Rep1-4,10,1,4,gro,1024,3,18251312,22706139,17023233
Hop10Rep1-4,10,1,4,gro,1024,4,17306911,22706139,17023233
Hop10Rep1-4,10,1,4,gro,1024,5,17023233,22706139,17023233
Hop10Rep1-4,10,1,4,random_baseline,1024,0,22706139,22706139,14999741
Hop10Rep1-4,10,1,4,random_baseline,1024,1,18825144,22706139,14999741
Hop10Rep1-4,10,1,4,random_baseline,1024,2,16720190,22706139,14999741
Hop10Rep1-4,10,1,4,random_baseline,1024,3,15615005,22706139,14999741
Hop10Rep1-4,10,1,4,random_baseline,1024,4,15415811,22706139,14999741
Hop10Rep1-4,10,1,4,random_baseline,1024,5,14999741,22706139,14999741
Hop10Rep1-4,10,1,4,selection_td_baseline,1024,0,22706139,22706139,16900514
Hop10Rep1-4,10,1,4,selection_td_baseline,1024,1,22196132,22706139,16900514
Hop10Rep1-4,10,1,4,selection_td_baseline,1024,2,21774951,22706139,16900514
Hop10Rep1-4,10,1,4,selection_td_baseline,1024,3,19505604,22706139,16900514
Hop10Rep1-4,10,1,4,selection_td_baseline,1024,4,18597626,22706139,16900514
Hop10Rep1-4,10,1,4,selection_td_baseline,1024,5,16900514,22706139,16900514
Hop10Rep1-4,10,1,4,normal_selection_gro_reroute,1024,0,22706139,22706139,15091883
Hop10Rep1-4,10,1,4,normal_selection_gro_reroute,1024,1,19154785,22706139,15091883
Hop10Rep1-4,10,1,4,normal_selection_gro_reroute,1024,2,17061127,22706139,15091883
Hop10Rep1-4,10,1,4,normal_selection_gro_reroute,1024,3,15545051,22706139,15091883
Hop10Rep1-4,10,1,4,normal_selection_gro_reroute,1024,4,15044156,22706139,15091883
Hop10Rep1-4,10,1,4,normal_selection_gro_reroute,1024,5,15091883,22706139,15091883
Hop10Rep1-5,10,1,5,gro,1024,0,18340040,18340040,11485472
Hop10Rep1-5,10,1,5,gro,1024,1,14586024,18340040,11485472
Hop10Rep1-5,10,1,5,gro,1024,2,13799720,18340040,11485472
Hop10Rep1-5,10,1,5,gro,1024,3,12561720,18340040,11485472
Hop10Rep1-5,10,1,5,gro,1024,4,11680444,18340040,11485472
Hop10Rep1-5,10,1,5,gro,1024,5,11485472,18340040,11485472
Hop10Rep1-5,10,1,5,random_baseline,1024,0,18340040,18340040,10922292
Hop10Rep1-5,10,1,5,random_baseline,1024,1,14149988,18340040,10922292
Hop10Rep1-5,10,1,5,random_baseline,1024,2,12211363,18340040,10922292
Hop10Rep1-5,10,1,5,random_baseline,1024,3,11495056,18340040,10922292
Hop10Rep1-5,10,1,5,random_baseline,1024,4,10790337,18340040,10922292
Hop10Rep1-5,10,1,5,random_baseline,1024,5,10922292,18340040,10922292
Hop10Rep1-5,10,1,5,selection_td_baseline,1024,0,18340040,18340040,11460446
Hop10Rep1-5,10,1,5,selection_td_baseline,1024,1,15017118,18340040,11460446
Hop10Rep1-5,10,1,5,selection_td_baseline,1024,2,13276552,18340040,11460446
Hop10Rep1-5,10,1,5,selection_td_baseline,1024,3,12168438,18340040,11460446
Hop10Rep1-5,10,1,5,selection_td_baseline,1024,4,11751301,18340040,11460446
Hop10Rep1-5,10,1,5,selection_td_baseline,1024,5,11460446,18340040,11460446
Hop10Rep1-5,10,1,5,normal_selection_gro_reroute,1024,0,18340040,18340040,11232434
Hop10Rep1-5,10,1,5,normal_selection_gro_reroute,1024,1,14155247,18340040,11232434
Hop10Rep1-5,10,1,5,normal_selection_gro_reroute,1024,2,12277476,18340040,11232434
Hop10Rep1-5,10,1,5,normal_selection_gro_reroute,1024,3,12105989,18340040,11232434
Hop10Rep1-5,10,1,5,normal_selection_gro_reroute,1024,4,11410720,18340040,11232434
Hop10Rep1-5,10,1,5,normal_selection_gro_reroute,1024,5,11232434,18340040,11232434
Hop10Rep1-6,10,1,6,gro,1024,0,14713545,14713545,12322435
Hop10Rep1-6,10,1,6,gro,1024,1,13314012,14713545,12322435
Hop10Rep1-6,10,1,6,gro,1024,2,12289197,14713545,12322435
Hop10Rep1-6,10,1,6,gro,1024,3,12642194,14713545,12322435
Hop10Rep1-6,10,1,6,gro,1024,4,12452974,14713545,12322435
Hop10Rep1-6,10,1,6,gro,1024,5,12322435,14713545,12322435
Hop10Rep1-6,10,1,6,random_baseline,1024,0,14713545,14713545,12327311
Hop10Rep1-6,10,1,6,random_baseline,1024,1,13092783,14713545,12327311
Hop10Rep1-6,10,1,6,random_baseline,1024,2,12706388,14713545,12327311
Hop10Rep1-6,10,1,6,random_baseline,1024,3,12262317,14713545,12327311
Hop10Rep1-6,10,1,6,random_baseline,1024,4,12121705,14713545,12327311
Hop10Rep1-6,10,1,6,random_baseline,1024,5,12327311,14713545,12327311
Hop10Rep1-6,10,1,6,selection_td_baseline,1024,0,14713545,14713545,12572191
Hop10Rep1-6,10,1,6,selection_td_baseline,1024,1,13494162,14713545,12572191
Hop10Rep1-6,10,1,6,selection_td_baseline,1024,2,12954776,14713545,12572191
Hop10Rep1-6,10,1,6,selection_td_baseline,1024,3,12965099,14713545,12572191
Hop10Rep1-6,10,1,6,selection_td_baseline,1024,4,12626781,14713545,12572191
Hop10Rep1-6,10,1,6,selection_td_baseline,1024,5,12572191,14713545,12572191
Hop10Rep1-6,10,1,6,normal_selection_gro_reroute,1024,0,14713545,14713545,12965150
Hop10Rep1-6,10,1,6,normal_selection_gro_reroute,1024,1,12919480,14713545,12965150
Hop10Rep1-6,10,1,6,normal_selection_gro_reroute,1024,2,12618565,14713545,12965150
Hop10Rep1-6,10,1,6,normal_selection_gro_reroute,1024,3,12754674,14713545,12965150
Hop10Rep1-6,10,1,6,normal_selection_gro_reroute,1024,4,12576339,14713545,12965150
Hop10Rep1-6,10,1,6,normal_selection_gro_reroute,1024,5,12965150,14713545,12965150
Hop10Rep1-7,10,1,7,gro,1024,0,29930878,29930878,20624238
Hop10Rep1-7,10,1,7,gro,1024,1,26710071,29930878,20624238
Hop10Rep1-7,10,1,7,gro,1024,2,24588496,29930878,20624238
Hop10Rep1-7,10,1,7,gro,1024,3,23484115,29930878,20624238
Hop10Rep1-7,10,1,7,gro,1024,4,21555840,29930878,20624238
Hop10Rep1-7,10,1,7,gro,1024,5,20624238,29930878,20624238
Hop10Rep1-7,10,1,7,random_baseline,1024,0,29930878,29930878,20003554
Hop10Rep1-7,10,1,7,random_baseline,1024,1,23987187,29930878,20003554
Hop10Rep1-7,10,1,7,random_baseline,1024,2,21472332,29930878,20003554
Hop10Rep1-7,10,1,7,random_baseline,1024,3,20431786,29930878,20003554
Hop10Rep1-7,10,1,7,random_baseline,1024,4,20372140,29930878,20003554
Hop10Rep1-7,10,1,7,random_baseline,1024,5,20003554,29930878,20003554
Hop10Rep1-7,10,1,7,selection_td_baseline,1024,0,29930878,29930878,21208057
Hop10Rep1-7,10,1,7,selection_td_baseline,1024,1,26429366,29930878,21208057
Hop10Rep1-7,10,1,7,selection_td_baseline,1024,2,24717500,29930878,21208057
Hop10Rep1-7,10,1,7,selection_td_baseline,1024,3,23563010,29930878,21208057
Hop10Rep1-7,10,1,7,selection_td_baseline,1024,4,22478975,29930878,21208057
Hop10Rep1-7,10,1,7,selection_td_baseline,1024,5,21208057,29930878,21208057
Hop10Rep1-7,10,1,7,normal_selection_gro_reroute,1024,0,29930878,29930878,20312748
Hop10Rep1-7,10,1,7,normal_selection_gro_reroute,1024,1,23858209,29930878,20312748
Hop10Rep1-7,10,1,7,normal_selection_gro_reroute,1024,2,21893417,29930878,20312748
Hop10Rep1-7,10,1,7,normal_selection_gro_reroute,1024,3,21073713,29930878,20312748
Hop10Rep1-7,10,1,7,normal_selection_gro_reroute,1024,4,20746082,29930878,20312748
Hop10Rep1-7,10,1,7,normal_selection_gro_reroute,1024,5,20312748,29930878,20312748
Hop10Rep1-8,10,1,8,gro,1024,0,23006298,23006298,16106866
Hop10Rep1-8,10,1,8,gro,1024,1,19635043,23006298,16106866
Hop10Rep1-8,10,1,8,gro,1024,2,18491790,23006298,16106866
Hop10Rep1-8,10,1,8,gro,1024,3,17380461,23006298,16106866
Hop10Rep1-8,10,1,8,gro,1024,4,16599585,23006298,16106866
Hop10Rep1-8,10,1,8,gro,1024,5,16106866,23006298,16106866
Hop10Rep1-8,10,1,8,random_baseline,1024,0,23006298,23006298,16762332
Hop10Rep1-8,10,1,8,random_baseline,1024,1,18880857,23006298,16762332
Hop10Rep1-8,10,1,8,random_baseline,1024,2,17571154,23006298,16762332
Hop10Rep1-8,10,1,8,random_baseline,1024,3,17244964,23006298,16762332
Hop10Rep1-8,10,1,8,random_baseline,1024,4,16758696,23006298,16762332
Hop10Rep1-8,10,1,8,random_baseline,1024,5,16762332,23006298,16762332
Hop10Rep1-8,10,1,8,selection_td_baseline,1024,0,23006298,23006298,17439323
Hop10Rep1-8,10,1,8,selection_td_baseline,1024,1,20540545,23006298,17439323
Hop10Rep1-8,10,1,8,selection_td_baseline,1024,2,18722326,23006298,17439323
Hop10Rep1-8,10,1,8,selection_td_baseline,1024,3,18358492,23006298,17439323
Hop10Rep1-8,10,1,8,selection_td_baseline,1024,4,17749981,23006298,17439323
Hop10Rep1-8,10,1,8,selection_td_baseline,1024,5,17439323,23006298,17439323
Hop10Rep1-8,10,1,8,normal_selection_gro_reroute,1024,0,23006298,23006298,16504703
Hop10Rep1-8,10,1,8,normal_selection_gro_reroute,1024,1,17884720,23006298,16504703
Hop10Rep1-8,10,1,8,normal_selection_gro_reroute,1024,2,16615709,23006298,16504703
Hop10Rep1-8,10,1,8,normal_selection_gro_reroute,1024,3,16574634,23006298,16504703
Hop10Rep1-8,10,1,8,normal_selection_gro_reroute,1024,4,16642074,23006298,16504703
Hop10Rep1-8,10,1,8,normal_selection_gro_reroute,1024,5,16504703,23006298,16504703
Hop10Rep1-9,10,1,9,gro,1024,0,28055401,28055401,17933237
Hop10Rep1-9,10,1,9,gro,1024,1,25859850,28055401,17933237
Hop10Rep1-9,10,1,9,gro,1024,2,23083158,28055401,17933237
Hop10Rep1-9,10,1,9,gro,1024,3,19953456,28055401,17933237
Hop10Rep1-9,10,1,9,gro,1024,4,18786721,28055401,17933237
Hop10Rep1-9,10,1,9,gro,1024,5,17933237,28055401,17933237
Hop10Rep1-9,10,1,9,random_baseline,1024,0,28055401,28055401,15699847
Hop10Rep1-9,10,1,9,random_baseline,1024,1,22714057,28055401,15699847
Hop10Rep1-9,10,1,9,random_baseline,1024,2,18753823,28055401,15699847
Hop10Rep1-9,10,1,9,random_baseline,1024,3,17340464,28055401,15699847
Hop10Rep1-9,10,1,9,random_baseline,1024,4,15985316,28055401,15699847
Hop10Rep1-9,10,1,9,random_baseline,1024,5,15699847,28055401,15699847
Hop10Rep1-9,10,1,9,selection_td_baseline,1024,0,28055401,28055401,17851854
Hop10Rep1-9,10,1,9,selection_td_baseline,1024,1,26191755,28055401,17851854
Hop10Rep1-9,10,1,9,selection_td_baseline,1024,2,23287535,28055401,17851854
Hop10Rep1-9,10,1,9,selection_td_baseline,1024,3,20359393,28055401,17851854
Hop10Rep1-9,10,1,9,selection_td_baseline,1024,4,19487348,28055401,17851854
Hop10Rep1-9,10,1,9,selection_td_baseline,1024,5,17851854,28055401,17851854
Hop10Rep1-9,10,1,9,normal_selection_gro_reroute,1024,0,28055401,28055401,16467112
Hop10Rep1-9,10,1,9,normal_selection_gro_reroute,1024,1,22319531,28055401,16467112
Hop10Rep1-9,10,1,9,normal_selection_gro_reroute,1024,2,18909586,28055401,16467112
Hop10Rep1-9,10,1,9,normal_selection_gro_reroute,1024,3,17426579,28055401,16467112
Hop10Rep1-9,10,1,9,normal_selection_gro_reroute,1024,4,17004514,28055401,16467112
Hop10Rep1-9,10,1,9,normal_selection_gro_reroute,1024,5,16467112,28055401,16467112
Hop10Rep1-10,10,1,10,gro,1024,0,17077467,17077467,13806326
Hop10Rep1-10,10,1,10,gro,1024,1,15482871,17077467,13806326
Hop10Rep1-10,10,1,10,gro,1024,2,14494620,17077467,13806326
Hop10Rep1-10,10,1,10,gro,1024,3,13915047,17077467,13806326
Hop10Rep1-10,10,1,10,gro,1024,4,13858506,17077467,13806326
Hop10Rep1-10,10,1,10,gro,1024,5,13806326,17077467,13806326
Hop10Rep1-10,10,1,10,random_baseline,1024,0,17077467,17077467,13110597
Hop10Rep1-10,10,1,10,random_baseline,1024,1,14565136,17077467,13110597
Hop10Rep1-10,10,1,10,random_baseline,1024,2,13899512,17077467,13110597
Hop10Rep1-10,10,1,10,random_baseline,1024,3,13482416,17077467,13110597
Hop10Rep1-10,10,1,10,random_baseline,1024,4,13297443,17077467,13110597
Hop10Rep1-10,10,1,10,random_baseline,1024,5,13110597,17077467,13110597
Hop10Rep1-10,10,1,10,selection_td_baseline,1024,0,17077467,17077467,13473232
Hop10Rep1-10,10,1,10,selection_td_baseline,1024,1,15536144,17077467,13473232
Hop10Rep1-10,10,1,10,selection_td_baseline,1024,2,14073149,17077467,13473232
Hop10Rep1-10,10,1,10,selection_td_baseline,1024,3,13672772,17077467,13473232
Hop10Rep1-10,10,1,10,selection_td_baseline,1024,4,13795250,17077467,13473232
Hop10Rep1-10,10,1,10,selection_td_baseline,1024,5,13473232,17077467,13473232
Hop10Rep1-10,10,1,10,normal_selection_gro_reroute,1024,0,17077467,17077467,13663098
Hop10Rep1-10,10,1,10,normal_selection_gro_reroute,1024,1,15186538,17077467,13663098
Hop10Rep1-10,10,1,10,normal_selection_gro_reroute,1024,2,14195999,17077467,13663098
Hop10Rep1-10,10,1,10,normal_selection_gro_reroute,1024,3,13857148,17077467,13663098
Hop10Rep1-10,10,1,10,normal_selection_gro_reroute,1024,4,13782602,17077467,13663098
Hop10Rep1-10,10,1,10,normal_selection_gro_reroute,1024,5,13663098,17077467,13663098
Hop10Rep1-11,10,1,11,gro,1024,0,23999457,23999457,18029616
Hop10Rep1-11,10,1,11,gro,1024,1,22185200,23999457,18029616
Hop10Rep1-11,10,1,11,gro,1024,2,20580883,23999457,18029616
Hop10Rep1-11,10,1,11,gro,1024,3,19989197,23999457,18029616
Hop10Rep1-11,10,1,11,gro,1024,4,18701478,23999457,18029616
Hop10Rep1-11,10,1,11,gro,1024,5,18029616,23999457,18029616
Hop10Rep1-11,10,1,11,random_baseline,1024,0,23999457,23999457,16464072
Hop10Rep1-11,10,1,11,random_baseline,1024,1,20458405,23999457,16464072
Hop10Rep1-11,10,1,11,random_baseline,1024,2,17483091,23999457,16464072
Hop10Rep1-11,10,1,11,random_baseline,1024,3,16710396,23999457,16464072
Hop10Rep1-11,10,1,11,random_baseline,1024,4,15881204,23999457,16464072
Hop10Rep1-11,10,1,11,random_baseline,1024,5,16464072,23999457,16464072
Hop10Rep1-11,10,1,11,selection_td_baseline,1024,0,23999457,23999457,20532179
Hop10Rep1-11,10,1,11,selection_td_baseline,1024,1,22526428,23999457,20532179
Hop10Rep1-11,10,1,11,selection_td_baseline,1024,2,21476717,23999457,20532179
Hop10Rep1-11,10,1,11,selection_td_baseline,1024,3,20755421,23999457,20532179
Hop10Rep1-11,10,1,11,selection_td_baseline,1024,4,20591356,23999457,20532179
Hop10Rep1-11,10,1,11,selection_td_baseline,1024,5,20532179,23999457,20532179
Hop10Rep1-11,10,1,11,normal_selection_gro_reroute,1024,0,23999457,23999457,15797495
Hop10Rep1-11,10,1,11,normal_selection_gro_reroute,1024,1,18477991,23999457,15797495
Hop10Rep1-11,10,1,11,normal_selection_gro_reroute,1024,2,16919280,23999457,15797495
Hop10Rep1-11,10,1,11,normal_selection_gro_reroute,1024,3,16355563,23999457,15797495
Hop10Rep1-11,10,1,11,normal_selection_gro_reroute,1024,4,16258039,23999457,15797495
Hop10Rep1-11,10,1,11,normal_selection_gro_reroute,1024,5,15797495,23999457,15797495
Hop10Rep1-12,10,1,12,gro,1024,0,18957851,18957851,14686872
Hop10Rep1-12,10,1,12,gro,1024,1,16993590,18957851,14686872
Hop10Rep1-12,10,1,12,gro,1024,2,15404994,18957851,14686872
Hop10Rep1-12,10,1,12,gro,1024,3,14956230,18957851,14686872
Hop10Rep1-12,10,1,12,gro,1024,4,14776297,18957851,14686872
Hop10Rep1-12,10,1,12,gro,1024,5,14686872,18957851,14686872
Hop10Rep1-12,10,1,12,random_baseline,1024,0,18957851,18957851,14041506
Hop10Rep1-12,10,1,12,random_baseline,1024,1,16405692,18957851,14041506
Hop10Rep1-12,10,1,12,random_baseline,1024,2,14737651,18957851,14041506
Hop10Rep1-12,10,1,12,random_baseline,1024,3,14483251,18957851,14041506
Hop10Rep1-12,10,1,12,random_baseline,1024,4,14222169,18957851,14041506
Hop10Rep1-12,10,1,12,random_baseline,1024,5,14041506,18957851,14041506
Hop10Rep1-12,10,1,12,selection_td_baseline,1024,0,18957851,18957851,14203565
Hop10Rep1-12,10,1,12,selection_td_baseline,1024,1,16981378,18957851,14203565
Hop10Rep1-12,10,1,12,selection_td_baseline,1024,2,15532867,18957851,14203565
Hop10Rep1-12,10,1,12,selection_td_baseline,1024,3,14832497,18957851,14203565
Hop10Rep1-12,10,1,12,selection_td_baseline,1024,4,14675858,18957851,14203565
Hop10Rep1-12,10,1,12,selection_td_baseline,1024,5,14203565,18957851,14203565
Hop10Rep1-12,10,1,12,normal_selection_gro_reroute,1024,0,18957851,18957851,14607475
Hop10Rep1-12,10,1,12,normal_selection_gro_reroute,1024,1,16589141,18957851,14607475
Hop10Rep1-12,10,1,12,normal_selection_gro_reroute,1024,2,15509747,18957851,14607475
Hop10Rep1-12,10,1,12,normal_selection_gro_reroute,1024,3,15342169,18957851,14607475
Hop10Rep1-12,10,1,12,normal_selection_gro_reroute,1024,4,14739630,18957851,14607475
Hop10Rep1-12,10,1,12,normal_selection_gro_reroute,1024,5,14607475,18957851,14607475
Hop10Rep1-13,10,1,13,gro,1024,0,14008382,14008382,10719047
Hop10Rep1-13,10,1,13,gro,1024,1,12004250,14008382,10719047
Hop10Rep1-13,10,1,13,gro,1024,2,11125577,14008382,10719047
Hop10Rep1-13,10,1,13,gro,1024,3,10821932,14008382,10719047
Hop10Rep1-13,10,1,13,gro,1024,4,10773172,14008382,10719047
Hop10Rep1-13,10,1,13,gro,1024,5,10719047,14008382,10719047
Hop10Rep1-13,10,1,13,random_baseline,1024,0,14008382,14008382,10104086
Hop10Rep1-13,10,1,13,random_baseline,1024,1,11941969,14008382,10104086
Hop10Rep1-13,10,1,13,random_baseline,1024,2,10713674,14008382,10104086
Hop10Rep1-13,10,1,13,random_baseline,1024,3,10588620,14008382,10104086
Hop10Rep1-13,10,1,13,random_baseline,1024,4,10170666,14008382,10104086
Hop10Rep1-13,10,1,13,random_baseline,1024,5,10104086,14008382,10104086
Hop10Rep1-13,10,1,13,selection_td_baseline,1024,0,14008382,14008382,10201141
Hop10Rep1-13,10,1,13,selection_td_baseline,1024,1,12315627,14008382,10201141
Hop10Rep1-13,10,1,13,selection_td_baseline,1024,2,11069057,14008382,10201141
Hop10Rep1-13,10,1,13,selection_td_baseline,1024,3,10415152,14008382,10201141
Hop10Rep1-13,10,1,13,selection_td_baseline,1024,4,10294863,14008382,10201141
Hop10Rep1-13,10,1,13,selection_td_baseline,1024,5,10201141,14008382,10201141
Hop10Rep1-13,10,1,13,normal_selection_gro_reroute,1024,0,14008382,14008382,10748706
Hop10Rep1-13,10,1,13,normal_selection_gro_reroute,1024,1,12101900,14008382,10748706
Hop10Rep1-13,10,1,13,normal_selection_gro_reroute,1024,2,11040868,14008382,10748706
